position	text_id	difference	html
2169 	20149 	15 	hüseyin bütüner and hilmi güner are the designers of <span style="background-color: #ffff00">the baku turkish martyrs memorial</span> , also known as türk şehitleri anıtı . <span style="background-color: #ffff00">the baku turkish martyrs ' memorial</span> is located in <span style="background-color: #ffff00">azerbaijan</span> and dedicated to ottoman army soldiers killed in the battle of baku . <span style="background-color: #ffff00">the prime minister of azerbaijan</span>  <span style="background-color: #ffff00">artur rasizade</span> is the leader of <span style="background-color: #ffff00">azerbaijan</span> .
2148 	20128 	15 	<span style="background-color: #ffff00">buzz aldrin</span> was <span style="background-color: #ffff00">a fighter pilot</span> who was born in <span style="background-color: #ffff00">glen ridge , new jersey</span> om 1930-01-20 . <span style="background-color: #ffff00">his</span> real name is edwin e. aldrin, jr. and after graduating from massachusetts institute of technology, sc.d. 1963 , <span style="background-color: #ffff00">he</span> became a member of <span style="background-color: #ffff00">apollo 11</span> .
2175 	20155 	15 	<span style="background-color: #ffff00">the 14th new jersey monument</span> is located in <span style="background-color: #ffff00">the monocacy national battlefield</span> , in <span style="background-color: #ffff00">the county frederick</span> , united states . established on 1907-07-11 , <span style="background-color: #ffff00">the monument</span> is categorized as <span style="background-color: #ffff00">a historic district in the united states</span> and is owned by <span style="background-color: #ffff00">the national park service</span> .
2192 	20172 	15 	the leader of <span style="background-color: #ffff00">romania</span> , <span style="background-color: #ffff00">prime minister</span> , is <span style="background-color: #ffff00">klaus iohannis</span> . the capital is <span style="background-color: #ffff00">bucharest</span> , <span style="background-color: #ffff00">its</span> ethnic group is <span style="background-color: #ffff00">the germans of romania</span> and <span style="background-color: #ffff00">the country 's</span> patron saint is <span style="background-color: #ffff00">the patron people</span> . in <span style="background-color: #ffff00">romania</span> we can found <span style="background-color: #ffff00">the 1 decembrie 1918 university</span> .
2146 	20126 	15 	<span style="background-color: #ffff00">alan shepard</span> ( who died on 1998-07-21 in <span style="background-color: #ffff00">california</span> ) was born in <span style="background-color: #ffff00">new hampshire</span> . <span style="background-color: #ffff00">he</span> was awarded american defense service ribbon.svg , as well as <span style="background-color: #ffff00">the distinguished service medal</span> . <span style="background-color: #ffff00">its</span> is ranked higher than <span style="background-color: #ffff00">the department of commerce gold medal</span> .
2183 	20163 	15 	<span style="background-color: #ffff00">acharya institute of technology</span> in <span style="background-color: #ffff00">bangalore</span> , india was established in <span style="background-color: #ffff00">2000</span> and is affiliated to <span style="background-color: #ffff00">the visvesvaraya technological university</span> . <span style="background-color: #ffff00">it</span> was established in <span style="background-color: #ffff00">2000</span> and has b.m. reddy as president and dr. g. p. prabhukumar as director .
2181 	20161 	15 	<span style="background-color: #ffff00">acharya institute of technology 's</span> campus is located at in soldevanahalli, acharya dr. sarvapalli radhakrishnan road, hessarghatta main road, bangalore – 560090. , <span style="background-color: #ffff00">they</span> , india . <span style="background-color: #ffff00">it</span> was established in the year <span style="background-color: #ffff00">2014</span> and the director there is dr. g. p. prabhukumar .
2177 	20157 	15 	<span style="background-color: #ffff00">federal chancellor</span>  <span style="background-color: #ffff00">johann schneider-ammann</span> is the current leader of <span style="background-color: #ffff00">switzerland</span> where <span style="background-color: #ffff00">the accademia di architettura di mendrisio</span> is located in <span style="background-color: #ffff00">ticino</span> . <span style="background-color: #ffff00">the accademia</span> was established in <span style="background-color: #ffff00">1996</span> and has <span style="background-color: #ffff00">600</span> students .
2145 	20125 	15 	<span style="background-color: #ffff00">alan shepard</span> was born in <span style="background-color: #ffff00">new hampshire</span> . <span style="background-color: #ffff00">he</span> was won american defense service ribbon.svg . <span style="background-color: #ffff00">the distinguished service medal</span> also awarded <span style="background-color: #ffff00">shepard</span>  <span style="background-color: #ffff00">the distinguished service medal</span> , which is higher than <span style="background-color: #ffff00">the department of commerce gold medal</span> . <span style="background-color: #ffff00">he</span> died on 1998-07-21 .
2171 	20151 	15 	<span style="background-color: #ffff00">the 14th new jersey volunteer infantry monument</span> was established on 1907-07-11 , in <span style="background-color: #ffff00">the monocacy national battlefield</span> , in <span style="background-color: #ffff00">the county frederick , maryland</span> . <span style="background-color: #ffff00">the monument</span> is categorized as a united states historic district and is under the responsibility of <span style="background-color: #ffff00">the national park service</span> . the closest city to <span style="background-color: #ffff00">the battlefield</span> is <span style="background-color: #ffff00">frederick , maryland</span> .
2147 	20127 	15 	<span style="background-color: #ffff00">the distinguished service medal by the us navy</span> awarded <span style="background-color: #ffff00">alan shepard</span>  <span style="background-color: #ffff00">the distinguished service medal by the us navy</span> , an award that ranks higher than <span style="background-color: #ffff00">the department of commerce gold medal</span> . <span style="background-color: #ffff00">this shepard</span> who was born in <span style="background-color: #ffff00">new hampshire</span> and died 1998-07-21 in <span style="background-color: #ffff00">california</span> , was also the recipient of american defense service ribbon.svg .
2164 	20144 	15 	<span style="background-color: #ffff00">ankara</span> is the <span style="background-color: #ffff00">turkish</span> capital and <span style="background-color: #ffff00">the country 's</span> leader 's name is <span style="background-color: #ffff00">ahmet davutoglu</span> . <span style="background-color: #ffff00">the atatürk monument</span> can be found in <span style="background-color: #ffff00">turkey</span> . <span style="background-color: #ffff00">pietro canonica</span> designed <span style="background-color: #ffff00">the ataturk monument</span> and <span style="background-color: #ffff00">it</span> is made of bronze . <span style="background-color: #ffff00">the monument</span> was inaugurated on 1932-07-27 .
2190 	20170 	15 	<span style="background-color: #ffff00">bucharest</span> is the capital of <span style="background-color: #ffff00">romania</span> where one of <span style="background-color: #ffff00">the country 's</span> ethnic groups are <span style="background-color: #ffff00">the germans of romania</span> . <span style="background-color: #ffff00">the country</span> leader is <span style="background-color: #ffff00">the prime minister</span>  <span style="background-color: #ffff00">prime minister klaus iohannis</span> . the patron saint of <span style="background-color: #ffff00">the country</span> is <span style="background-color: #ffff00">andrew the apostle</span> and <span style="background-color: #ffff00">the country</span> is the location of <span style="background-color: #ffff00">the 1 decembrie 1918 university</span> .
2153 	20133 	15 	<span style="background-color: #ffff00">buzz aldrin</span> was originally from <span style="background-color: #ffff00">glen ridge , new jersey</span> and graduated massachusetts institute of technology, sc.d. <span style="background-color: #ffff00">1963</span> . <span style="background-color: #ffff00">he</span> then went on to join nasa in 1963 and became a member of the <span style="background-color: #ffff00">apollo 11</span> crew before <span style="background-color: #ffff00">he</span>  retired .
2150 	20130 	14 	edwin e. aldrin, jr. , more commonly known as <span style="background-color: #ffff00">buzz aldrin</span> was born in <span style="background-color: #ffff00">glen ridge , new jersey</span> in 1930-01-20 and graduated from massachusetts institute of technology, sc.d. 1963 . <span style="background-color: #ffff00">he</span> was <span style="background-color: #ffff00">a fighter pilot</span> and a crew member of <span style="background-color: #ffff00">apollo 11</span> .
2172 	20152 	14 	<span style="background-color: #ffff00">the 14th new jersey volunteer infantry monument</span> ( established on 1907-07-11 ) belongs to the category of <span style="background-color: #ffff00">the historic district in the united states</span> and is located on <span style="background-color: #ffff00">the monocacy national battlefield</span> . the nearest city is <span style="background-color: #ffff00">frederick</span> , <span style="background-color: #ffff00">frederick county , maryland</span> . <span style="background-color: #ffff00">the monument</span> is owned by <span style="background-color: #ffff00">the national park service</span> .
2156 	20136 	14 	<span style="background-color: #ffff00">elliot see</span> was born in <span style="background-color: #ffff00">dallas</span> as <span style="background-color: #ffff00">a</span> and graduated from <span style="background-color: #ffff00">the university of texas</span> . <span style="background-color: #ffff00">he</span> has died on 1966-02-28 in <span style="background-color: #ffff00">st louis</span> .
2185 	20165 	14 	<span style="background-color: #ffff00">the acharya institute of technology</span> in <span style="background-color: #ffff00">mumbai</span> , <span style="background-color: #ffff00">karnataka</span> was given the `` technological campus '' status by <span style="background-color: #ffff00">the all india council for technical education</span> ( located in <span style="background-color: #ffff00">mumbai</span> ) . <span style="background-color: #ffff00">the institute</span> offers <span style="background-color: #ffff00">tennis</span> and the sports governing body is <span style="background-color: #ffff00">the international tennis federation</span> . <span style="background-color: #ffff00">karnataka</span> has <span style="background-color: #ffff00">the arabian sea</span> to <span style="background-color: #ffff00">its</span> west .
2189 	20169 	14 	governed by <span style="background-color: #ffff00">the international tennis federation</span> , <span style="background-color: #ffff00">the acharya institute of technology</span> offers <span style="background-color: #ffff00">tennis</span> courses and was given the ` technical campus ' status by <span style="background-color: #ffff00">the all india council for technical education</span> in <span style="background-color: #ffff00">mumbai</span> . <span style="background-color: #ffff00">the acharya institute of technology</span> is also affiliated with <span style="background-color: #ffff00">the visvesvaraya technological university</span> in <span style="background-color: #ffff00">belgaum</span> .
2138 	20118 	14 	<span style="background-color: #ffff00">the</span>  <span style="background-color: #ffff00">alan shepard</span> was born on 1923-11-18 , in <span style="background-color: #ffff00">new hampshire</span> . <span style="background-color: #ffff00">he</span> graduated with nwc, m.a. 1957 , and was hired by nasa in <span style="background-color: #ffff00">1959</span> . <span style="background-color: #ffff00">he</span> died in <span style="background-color: #ffff00">california</span> .
2140 	20120 	14 	<span style="background-color: #ffff00">alan shepard</span> was born on 1923-11-18 in <span style="background-color: #ffff00">new hampshire</span> . <span style="background-color: #ffff00">he</span> graduated from nwc, m.a. 1957 and was selected by nasa in <span style="background-color: #ffff00">1959</span> . <span style="background-color: #ffff00">his</span> death place was <span style="background-color: #ffff00">california</span> .
2159 	20139 	14 	<span style="background-color: #ffff00">elliot see</span> was born on 1927-07-23 in <span style="background-color: #ffff00">dallas</span> has graduated from <span style="background-color: #ffff00">the university of texas</span> which affiliated to <span style="background-color: #ffff00">the university of texas system</span> has died and deceased in <span style="background-color: #ffff00">st louis</span> .
2186 	20166 	14 	<span style="background-color: #ffff00">tennis</span> , which has <span style="background-color: #ffff00">the international tennis federation</span> as <span style="background-color: #ffff00">its</span> governing body , is offered as a sport at <span style="background-color: #ffff00">acharya institute of technology</span> . <span style="background-color: #ffff00">this institute of technology</span> was given technical campus status by <span style="background-color: #ffff00">the all india council for technical education</span> based in <span style="background-color: #ffff00">mumbai</span> and is situated in the state of <span style="background-color: #ffff00">karnataka</span> which has <span style="background-color: #ffff00">the arabian sea</span> to the west .
2196 	20176 	14 	<span style="background-color: #ffff00">the school of business and social sciences at the aarhus university</span> at <span style="background-color: #ffff00">aarhus</span> , <span style="background-color: #ffff00">denmark</span> was established in <span style="background-color: #ffff00">1928</span> . <span style="background-color: #ffff00">it</span> has 737 academic staff and 16000 students . <span style="background-color: #ffff00">it</span> is affiliated to <span style="background-color: #ffff00">the european university association</span> .
2182 	20162 	14 	<span style="background-color: #ffff00">the acharya institute of technology</span> in <span style="background-color: #ffff00">bangalore</span> , india was established in <span style="background-color: #ffff00">2000</span> . <span style="background-color: #ffff00">the school</span> is affiliated with <span style="background-color: #ffff00">visvesvaraya technological university</span> . <span style="background-color: #ffff00">its</span> president is b.m. reddy and <span style="background-color: #ffff00">its</span> directore is dr. g. p. prabhukumar .
2151 	20131 	14 	<span style="background-color: #ffff00">buzz aldrin</span> was born in <span style="background-color: #ffff00">glen ridge , nj</span> in 1930-01-20 . <span style="background-color: #ffff00">he</span> graduated from massachusetts institute of technology, sc.d. <span style="background-color: #ffff00">1963</span> and was hired by nasa 1963 . <span style="background-color: #ffff00">he</span> was a member of the <span style="background-color: #ffff00">apollo 11</span> crew and is now retired .
2143 	20123 	14 	<span style="background-color: #ffff00">alan shepard</span> was part of <span style="background-color: #ffff00">nasa</span>  <span style="background-color: #ffff00">apollo 14</span> crew . <span style="background-color: #ffff00">he</span> was born in <span style="background-color: #ffff00">new hampshire</span> on 1923-11-18 , <span style="background-color: #ffff00">he</span> retired 1974-08-01 and died in <span style="background-color: #ffff00">california</span> .
2144 	20124 	14 	<span style="background-color: #ffff00">alan shepard</span> was born in 1923-11-18 in <span style="background-color: #ffff00">new hampshire</span> . <span style="background-color: #ffff00">he</span> worked for <span style="background-color: #ffff00">nasa</span> and became a crew member for <span style="background-color: #ffff00">apollo 14</span> before <span style="background-color: #ffff00">he</span> retired in 1974-08-01 . <span style="background-color: #ffff00">shepard</span> later died in <span style="background-color: #ffff00">california</span> .
2197 	20177 	14 	<span style="background-color: #ffff00">the school of business and social sciences at the aarhus university</span> is based in the city of <span style="background-color: #ffff00">aarhus</span> , <span style="background-color: #ffff00">denmark</span> . <span style="background-color: #ffff00">the school</span> was established in <span style="background-color: #ffff00">1928</span> and is affiliated to <span style="background-color: #ffff00">the european university association</span> . there are 16000 students and an academic staff of 737 .
2160 	20140 	14 	<span style="background-color: #ffff00">elliot see</span> was born in <span style="background-color: #ffff00">dallas</span> on 1927-07-23 . <span style="background-color: #ffff00">he</span> graduated from <span style="background-color: #ffff00">the university of texas at austin</span> which is affiliated to <span style="background-color: #ffff00">the university of texas system</span> . <span style="background-color: #ffff00">elliot see</span> died in <span style="background-color: #ffff00">st louis</span> .
2141 	20121 	14 	<span style="background-color: #ffff00">alan shepard</span> was born 1923-11-18 in <span style="background-color: #ffff00">new hampshire</span> . <span style="background-color: #ffff00">he</span> graduated from nwc, m.a. 1957 and was selected by nasa in <span style="background-color: #ffff00">1959</span> . <span style="background-color: #ffff00">he</span> passed away in <span style="background-color: #ffff00">california</span> .
2179 	20159 	14 	<span style="background-color: #ffff00">the acharya institute of technology</span> is in <span style="background-color: #ffff00">bangalore</span> , india in the state of <span style="background-color: #ffff00">karnataka</span> . <span style="background-color: #ffff00">it</span> was established in <span style="background-color: #ffff00">2000</span> and <span style="background-color: #ffff00">its</span> director is dr. g. p. prabhukumar . the full address of <span style="background-color: #ffff00">the institute</span> is in soldevanahalli, acharya dr. sarvapalli radhakrishnan road, hessarghatta main road, bangalore – 560090. .
2157 	20137 	14 	<span style="background-color: #ffff00">united states</span> national <span style="background-color: #ffff00">elliot see</span> was born in <span style="background-color: #ffff00">dallas</span> , and studied at <span style="background-color: #ffff00">the university of texas at austin</span> . on 1966-02-28  <span style="background-color: #ffff00">he</span> passed away in <span style="background-color: #ffff00">st. louis</span> .
2155 	20135 	14 	<span style="background-color: #ffff00">buzz aldrin</span> was <span style="background-color: #ffff00">a fighter pilot</span> . in <span style="background-color: #ffff00">1963</span> , <span style="background-color: #ffff00">he</span> graduated from massachusetts institute of technology, sc.d. 1963 and was selected to be part of <span style="background-color: #ffff00">nasa 's</span>  <span style="background-color: #ffff00">apollo 11</span> crew . <span style="background-color: #ffff00">william anders</span> was the backup pilot on <span style="background-color: #ffff00">apollo 11</span> .
2195 	20175 	14 	established in <span style="background-color: #ffff00">1928</span> and with a current staff of <span style="background-color: #ffff00">737</span> , <span style="background-color: #ffff00">the school of business and social sciences at the aarhus university</span> in <span style="background-color: #ffff00">aarus</span> , <span style="background-color: #ffff00">denmark</span> is affiliated with <span style="background-color: #ffff00">the european university association</span> . <span style="background-color: #ffff00">denmark 's</span> leader is named <span style="background-color: #ffff00">lars løkke rasmussen</span> .
2188 	20168 	14 	<span style="background-color: #ffff00">the acharya institute of technology</span> is affiliated with <span style="background-color: #ffff00">visvesvaraya technological university</span> in <span style="background-color: #ffff00">belgium</span> . <span style="background-color: #ffff00">the school</span> was given technical campus ' status by <span style="background-color: #ffff00">the all india council for technical education</span> in <span style="background-color: #ffff00">mumbai</span> . <span style="background-color: #ffff00">the school</span> offers <span style="background-color: #ffff00">tennis</span> which is governed by <span style="background-color: #ffff00">the international tennis federation</span> .
2137 	20117 	14 	<span style="background-color: #ffff00">alan bean</span> is originally from <span style="background-color: #ffff00">wheeler , texas</span> and joined <span style="background-color: #ffff00">nasa</span> where <span style="background-color: #ffff00">he</span> became a crew member of <span style="background-color: #ffff00">apollo 12</span> . <span style="background-color: #ffff00">david scott</span> was <span style="background-color: #ffff00">his</span> commander and <span style="background-color: #ffff00">he</span> is now retired .
2170 	20150 	14 	<span style="background-color: #ffff00">the 14th new jersey volunteer infantry monument</span> is located at <span style="background-color: #ffff00">the monocacy national battlefield</span> near <span style="background-color: #ffff00">frederick , maryland</span> . <span style="background-color: #ffff00">the monument</span> was established 1907-07-11 and belongs to the category of <span style="background-color: #ffff00">historic districts in the united states</span> . <span style="background-color: #ffff00">the monument</span> has been provided by <span style="background-color: #ffff00">the national park service</span> .
2136 	20116 	14 	<span style="background-color: #ffff00">american</span>  <span style="background-color: #ffff00">alan bean</span> was born in <span style="background-color: #ffff00">wheeler , texas</span> and is retired . <span style="background-color: #ffff00">he</span> was on the crew of <span style="background-color: #ffff00">apollo 12</span> , whose operator was <span style="background-color: #ffff00">nasa</span> and <span style="background-color: #ffff00">david scott</span> was the commander of <span style="background-color: #ffff00">apollo 12</span> .
2158 	20138 	13 	<span style="background-color: #ffff00">elliot see</span> was born on 1927-07-23 in <span style="background-color: #ffff00">dallas</span> and died in <span style="background-color: #ffff00">st. louis</span> . <span style="background-color: #ffff00">he</span> attended <span style="background-color: #ffff00">the university of texas at austin</span> which is a part of <span style="background-color: #ffff00">the university of texas system</span> .
2149 	20129 	12 	<span style="background-color: #ffff00">buzz aldrin</span> was born in <span style="background-color: #ffff00">glen ridge , new jersey</span> on 1930-01-20 . <span style="background-color: #ffff00">his</span> real name was edwin e. aldrin, jr. . <span style="background-color: #ffff00">he</span> graduated from massachusetts institute of technology, sc.d. 1963 . <span style="background-color: #ffff00">he</span> was <span style="background-color: #ffff00">a fighter pilot</span> and crew member of <span style="background-color: #ffff00">apollo 11</span> .
2152 	20132 	12 	retired  apollo 11 crew <span style="background-color: #ffff00">he</span> was born 1930-01-20 in <span style="background-color: #ffff00">glen ridge , new jersey</span> . <span style="background-color: #ffff00">he</span> was selected by nasa in <span style="background-color: #ffff00">1963</span> when buzz aldrin graduated from massachusetts institute of technology, sc.d. 1963
2194 	20174 	12 	the city of <span style="background-color: #ffff00">aarhus</span> is the location of <span style="background-color: #ffff00">the school of business and social sciences at the aarhus university</span> which is affiliated with <span style="background-color: #ffff00">the european university association</span> . <span style="background-color: #ffff00">the school</span> , which has <span style="background-color: #ffff00">737</span> academic staff , was established in <span style="background-color: #ffff00">1928</span> in <span style="background-color: #ffff00">denmark</span> where the leader is <span style="background-color: #ffff00">lars løkke rasmussen</span> .
2161 	20141 	12 	<span style="background-color: #ffff00">william anders</span> was born on 1933-10-17 , in <span style="background-color: #ffff00">british hong kong</span> . <span style="background-color: #ffff00">he</span> graduated from afit, m.s. 1962 , and would go on to serve as <span style="background-color: #ffff00">a fighter pilot</span> , and as a crew member on <span style="background-color: #ffff00">apollo 8</span> . <span style="background-color: #ffff00">he</span> retired on 1969-09-01 .
2163 	20143 	12 	<span style="background-color: #ffff00">william anders</span> was born in 1933-10-17 in <span style="background-color: #ffff00">british hong kong</span> and graduated afit, m.s. 1962 . <span style="background-color: #ffff00">he</span> then went on to become a test pilot and joined <span style="background-color: #ffff00">apollo 8</span> crew before <span style="background-color: #ffff00">he</span> retired in 1969-09-01 .
2139 	20119 	12 	<span style="background-color: #ffff00">alan shepard</span> was <span style="background-color: #ffff00">an american</span> who went to school at nwc, m.a. 1957 . <span style="background-color: #ffff00">he</span> was selected by nasa in <span style="background-color: #ffff00">1959</span> . <span style="background-color: #ffff00">he</span> was born in <span style="background-color: #ffff00">new hampshire</span> on 1923-11-18 and died in <span style="background-color: #ffff00">california</span> .
2184 	20164 	12 	<span style="background-color: #ffff00">the acharya institute of technology</span> is located in <span style="background-color: #ffff00">bangalore</span> , india . <span style="background-color: #ffff00">its</span> president is b.m. reddy and the director is dr. g. p. prabhukumar . <span style="background-color: #ffff00">it</span> was established in <span style="background-color: #ffff00">2000</span> and <span style="background-color: #ffff00">its</span> affiliation is <span style="background-color: #ffff00">visvesvaraya technological university</span> .
2162 	20142 	12 	<span style="background-color: #ffff00">william anders</span> was born on 1933-10-17 in <span style="background-color: #ffff00">british hong kong</span> . <span style="background-color: #ffff00">he</span> graduated afit, m.s. 1962 and went on to become <span style="background-color: #ffff00">a fighter pilot</span> and a crew member on <span style="background-color: #ffff00">apollo 8</span> before <span style="background-color: #ffff00">he</span> retired in 1969-09-01 .
2187 	20167 	11 	governed by <span style="background-color: #ffff00">the international tennis federation</span> , <span style="background-color: #ffff00">acharya institute of technology</span> in <span style="background-color: #ffff00">karnataka</span> offers <span style="background-color: #ffff00">a hardcover</span> courses and was given the ` technical campus ' status by <span style="background-color: #ffff00">the all india council for technical education</span> in <span style="background-color: #ffff00">mumbai</span> . <span style="background-color: #ffff00">karnataka</span> is east of <span style="background-color: #ffff00">the arabian sea</span> .
2154 	20134 	11 	<span style="background-color: #ffff00">buzz aldrin</span> graduated from massachusetts institute of technology, sc.d. <span style="background-color: #ffff00">1963</span> and became <span style="background-color: #ffff00">a fighter pilot</span> . <span style="background-color: #ffff00">he</span> was selected to work for <span style="background-color: #ffff00">nasa</span> in 1963 , and was chosen as a crew member ( serving as backup pilot ) of the nasa operated <span style="background-color: #ffff00">apollo 11</span> mission .
