position	text_id	difference	html
1458 	19438 	15 	<span style="background-color: #ffff00">adolfo suarez madrid-barajas airport</span> is operated by <span style="background-color: #ffff00">enaire</span> , which is located in the city of <span style="background-color: #ffff00">madrid</span> , <span style="background-color: #ffff00">spain</span> . <span style="background-color: #ffff00">the adolfo suarez madrid-barajas airport</span> is located in madrid , paracuellos de jarama , san sebastian de los reyes and alcobendas .
1735 	19715 	15 	<span style="background-color: #ffff00">brazilian</span> football team <span style="background-color: #ffff00">agremiação sportiva arapiraquense</span> play <span style="background-color: #ffff00">their</span> football in <span style="background-color: #ffff00">the campeonato brasileiro série c</span> league . <span style="background-color: #ffff00">campeonato brasileiro serie c</span> is a <span style="background-color: #ffff00">brazilian</span> league . <span style="background-color: #ffff00">agremiação sportiva arapiraquense</span> competed in <span style="background-color: #ffff00">the 2015 campeonato brasileiro série c</span> . <span style="background-color: #ffff00">the vila nova futebol clube</span> were <span style="background-color: #ffff00">the</span> winners at the campeonato brasileiro série c.
1447 	19427 	15 	<span style="background-color: #ffff00">appleton international airport</span> , which serves <span style="background-color: #ffff00">appleton , wisconsin ,</span> is located in <span style="background-color: #ffff00">greenville , wisconsin</span> which is <span style="background-color: #ffff00">part</span> of both <span style="background-color: #ffff00">menasha</span> and <span style="background-color: #ffff00">dale</span> .
1802 	19782 	15 	<span style="background-color: #ffff00">cornell university</span> is located in <span style="background-color: #ffff00">ithaca , new york state</span> . <span style="background-color: #ffff00">it</span> is affiliated with <span style="background-color: #ffff00">the association of american universities</span> and publishes <span style="background-color: #ffff00">the administrative science quarterly</span> .
1424 	19404 	15 	the city of <span style="background-color: #ffff00">amsterdam</span> is served by <span style="background-color: #ffff00">amsterdam airport schiphol</span> which is -3.3528 metres above sea level . <span style="background-color: #ffff00">it</span> has a runway length of 2014.0 meters and <span style="background-color: #ffff00">06/24 , kaagbaan</span> , is the runway name .
1563 	19543 	15 	dan mishkin and the <span style="background-color: #ffff00">puerto rican</span> national , <span style="background-color: #ffff00">ernie colon</span> created <span style="background-color: #ffff00">the comic character of bolt</span> who has the alternative name of <span style="background-color: #ffff00">larry bolatinsky</span> .
1740 	19720 	15 	<span style="background-color: #ffff00">the akron summit assault team</span> is based in <span style="background-color: #ffff00">akron</span> , <span style="background-color: #ffff00">ohio , usa</span> . <span style="background-color: #ffff00">they</span> play in <span style="background-color: #ffff00">the premier development league</span> which was previously won by <span style="background-color: #ffff00">k-w united fc</span> .
1690 	19670 	15 	<span style="background-color: #ffff00">pennsylvania 's franklin county</span> is found to the west of <span style="background-color: #ffff00">adams county</span> while <span style="background-color: #ffff00">carrol county maryland</span> is southeast of <span style="background-color: #ffff00">adams county pennsylvania</span> . the location of <span style="background-color: #ffff00">the 11th mississippi infantry monument</span> is <span style="background-color: #ffff00">adams county , pennsylvania</span> and falls under the category of <span style="background-color: #ffff00">contributing property</span> .
1462 	19442 	15 	<span style="background-color: #ffff00">egg harbor township , new jersey</span> is part of <span style="background-color: #ffff00">new jersey</span> in <span style="background-color: #ffff00">the united states</span> . <span style="background-color: #ffff00">it</span> is where <span style="background-color: #ffff00">atlantic city international airport</span> ( with a runway length of 3048.0 ) is located .
1727 	19707 	15 	<span style="background-color: #ffff00">azal pfk</span> plays at <span style="background-color: #ffff00">azal arena</span> in <span style="background-color: #ffff00">azerbaijan</span> and competes in <span style="background-color: #ffff00">their</span> premier league . the champions of <span style="background-color: #ffff00">the league</span> are <span style="background-color: #ffff00">qarabag fk</span> .
1635 	19615 	15 	<span style="background-color: #ffff00">batagor</span> is found in the country of <span style="background-color: #ffff00">indonesia</span> . <span style="background-color: #ffff00">it</span> is a variation on <span style="background-color: #ffff00">siomay</span> or <span style="background-color: #ffff00">shumai</span> , <span style="background-color: #ffff00">the latter</span> of which includes <span style="background-color: #ffff00">shiitake</span> .
1570 	19550 	15 	<span style="background-color: #ffff00">jamie chung</span> starred in <span style="background-color: #ffff00">the film big hero 6</span> in which <span style="background-color: #ffff00">the character of baymax</span> appeared . <span style="background-color: #ffff00">baymax</span> was created by <span style="background-color: #ffff00">the american national</span> , <span style="background-color: #ffff00">duncan rouleau</span> .
1695 	19675 	15 	<span style="background-color: #ffff00">the national assembly</span> is the legislative branch of government in <span style="background-color: #ffff00">azerbaijan</span> where the leader is <span style="background-color: #ffff00">artur rasizade</span> . <span style="background-color: #ffff00">the turkish martyrs memorial</span> is located in the capital , <span style="background-color: #ffff00">baku</span> .
1551 	19531 	15 	<span style="background-color: #ffff00">the architect john madin</span> was the designer of <span style="background-color: #ffff00">103 colmore row</span> , which is located in <span style="background-color: #ffff00">his</span> home city of <span style="background-color: #ffff00">birmingham</span> . <span style="background-color: #ffff00">labour politician , john clancy</span> is the leader of <span style="background-color: #ffff00">birmingham</span> and <span style="background-color: #ffff00">the city</span> has the postal code ` <span style="background-color: #ffff00">b</span> ' .
1613 	19593 	15 	from <span style="background-color: #ffff00">the united kingdom</span> , <span style="background-color: #ffff00">the bacon sandwich 's</span> main ingredients are bread and bacon and a condiment , often ketchup or brown sauce . <span style="background-color: #ffff00">it</span> can also be known as a bacon butty , bacon sarnie , rasher sandwich , bacon sanger , piece 'n bacon , bacon cob , bacon barm , or bacon muffin .
1455 	19435 	15 	<span style="background-color: #ffff00">ardmore airport in new zealand</span> has a 3rd runway made of <span style="background-color: #ffff00">poaceae</span> and is 34 meters above sea level . <span style="background-color: #ffff00">it</span> has a runway name of <span style="background-color: #ffff00">03r/21l</span> with a length of 597.0 .
1721 	19701 	15 	<span style="background-color: #ffff00">19238</span> members strong livorno calcio s.p.a. , <span style="background-color: #ffff00">aka a.s. livorno calcio</span> , played season <span style="background-color: #ffff00">2014-15 in serie b</span> from <span style="background-color: #ffff00">their</span> home <span style="background-color: #ffff00">stadium stadio armando picchi</span> .
1751 	19731 	15 	<span style="background-color: #ffff00">the accademia di architettura di mendrisio</span> is located in <span style="background-color: #ffff00">mendrisio</span> in <span style="background-color: #ffff00">switzerland</span> . <span style="background-color: #ffff00">it 's</span> dean is <span style="background-color: #ffff00">mario botta</span> with <span style="background-color: #ffff00">its</span> staff size being 100 .
1521 	19501 	15 	construction of <span style="background-color: #ffff00">adisham hall</span> in <span style="background-color: #ffff00">sri lanka</span> began in <span style="background-color: #ffff00">1927</span> and ended in <span style="background-color: #ffff00">1931</span> . <span style="background-color: #ffff00">it</span> was built in <span style="background-color: #ffff00">the tudor revival architectural style</span> .
1446 	19426 	15 	<span style="background-color: #ffff00">appleton international airport</span> can be found in <span style="background-color: #ffff00">greenville , wisconsin</span>  <span style="background-color: #ffff00">it</span> serves <span style="background-color: #ffff00">appleton</span> , <span style="background-color: #ffff00">it 's</span> runway length is 2439 units and <span style="background-color: #ffff00">it</span> is 280 metres above sea level .
1423 	19403 	15 	<span style="background-color: #ffff00">alpena , michigan</span> , is served by <span style="background-color: #ffff00">the alpena county regional airport</span> in <span style="background-color: #ffff00">maple ridge township</span> . the runway length is 1533.0 and the elevation is 210 metres above sea level .
1420 	19400 	15 	<span style="background-color: #ffff00">allama iqbal international airport</span> is located in <span style="background-color: #ffff00">punjab , pakistan</span> which is led by <span style="background-color: #ffff00">the provincial assembly of punjab</span> . <span style="background-color: #ffff00">the airport</span> is operated by <span style="background-color: #ffff00">the pakistan civil aviation authority</span> whose headquarters is in <span style="background-color: #ffff00">the jinnah international airport</span> .
1730 	19710 	15 	<span style="background-color: #ffff00">the azal pfk</span> , with <span style="background-color: #ffff00">3500</span> members , competes in <span style="background-color: #ffff00">the azerbaijan premier league</span> , with championship team being <span style="background-color: #ffff00">qarabag fk</span> . <span style="background-color: #ffff00">azal arena</span> is the ground of <span style="background-color: #ffff00">azal pfk</span> .
1696 	19676 	15 	<span style="background-color: #ffff00">the baku turkish martyrs ' memorial</span> is located in <span style="background-color: #ffff00">baku</span> , the capital of <span style="background-color: #ffff00">azerbaijan</span> , where leader is <span style="background-color: #ffff00">artur rasizade</span> and <span style="background-color: #ffff00">the legislature</span> is known as <span style="background-color: #ffff00">the national assembly</span> .
1448 	19428 	15 	<span style="background-color: #ffff00">appletone international airport</span> serves the city of <span style="background-color: #ffff00">appleton</span> in <span style="background-color: #ffff00">greenville , wisconsin</span> . both <span style="background-color: #ffff00">menasha</span> and <span style="background-color: #ffff00">dale</span> are parts of <span style="background-color: #ffff00">greenville</span> .
1445 	19425 	15 	<span style="background-color: #ffff00">appleton international airport</span> is located in <span style="background-color: #ffff00">greenville , wisconsin</span> and serves the nearby city of <span style="background-color: #ffff00">appleton</span> . <span style="background-color: #ffff00">the airport</span> is 280 metres above sea level and has a runway which is 2439 metres long .
1820 	19800 	15 	<span style="background-color: #ffff00">english</span> is spoken in <span style="background-color: #ffff00">great britain</span> and is also the language of <span style="background-color: #ffff00">the united states ,</span> of which <span style="background-color: #ffff00">native americans</span> are one of <span style="background-color: #ffff00">its</span> ethnic groups and from where <span style="background-color: #ffff00">alcatraz versus the evil librarians</span> has come .
1811 	19791 	15 	<span style="background-color: #ffff00">the american journal of mathematics</span> was first published in <span style="background-color: #ffff00">1878</span> and has the issn number <span style="background-color: #ffff00">1080-6377</span> . <span style="background-color: #ffff00">it</span> falls under the academic discipline of math and the abbreviated title is <span style="background-color: #ffff00">am</span> . j. math . .
1823 	19803 	15 	<span style="background-color: #ffff00">the aids ( journal )</span> is published by <span style="background-color: #ffff00">lippincott williams & wilkins</span> in <span style="background-color: #ffff00">the united kingdom</span> , the two leaders of <span style="background-color: #ffff00">this country</span> are <span style="background-color: #ffff00">david cameron</span> and <span style="background-color: #ffff00">elizabeth ii</span> .
1501 	19481 	15 	<span style="background-color: #ffff00">300 north lasalle</span> is located in <span style="background-color: #ffff00">chicago</span> , <span style="background-color: #ffff00">du page county</span> , <span style="background-color: #ffff00">illinois , united states</span> where the leader is <span style="background-color: #ffff00">susana mendoza</span> .
1540 	19520 	15 	<span style="background-color: #ffff00">ampara hospital</span> is located in <span style="background-color: #ffff00">the eastern province of sri lanka</span> , where the currency is <span style="background-color: #ffff00">the ski lankan rupee</span> . one of the leaders of <span style="background-color: #ffff00">sri lanka</span> is <span style="background-color: #ffff00">ranil wickremesinghe</span> .
1805 	19785 	15 	<span style="background-color: #ffff00">alcatraz versus the evil librarians</span> is an <span style="background-color: #ffff00">english</span> book written in <span style="background-color: #ffff00">the usa</span> where <span style="background-color: #ffff00">african americans</span> are an ethnic group and the capitol city is <span style="background-color: #ffff00">washington</span> .
1725 	19705 	15 	<span style="background-color: #ffff00">a.s roma</span> were in <span style="background-color: #ffff00">serie a in 2014-15</span> . <span style="background-color: #ffff00">they</span> have a ground in <span style="background-color: #ffff00">rome</span> and have <span style="background-color: #ffff00">70634</span> members , there full name is associazione sportiva roma s.p.a.
1564 	19544 	15 	dan mishkin and <span style="background-color: #ffff00">ernie colón</span> ( <span style="background-color: #ffff00">puerto rican</span> ) created <span style="background-color: #ffff00">the comic character bolt</span> , the alternative name of which is <span style="background-color: #ffff00">larry bolatinsky</span> .
1612 	19592 	15 	<span style="background-color: #ffff00">bacon sandwiches</span> are popular in <span style="background-color: #ffff00">the uk</span> and can contain the ingredient <span style="background-color: #ffff00">brown sauce</span> . a variation of <span style="background-color: #ffff00">the sandwich</span> is <span style="background-color: #ffff00">a blt</span> and <span style="background-color: #ffff00">it</span> can also be known as a bacon butty , bacon sarnie , rasher sandwich , bacon sanger , piece 'n bacon , bacon cob , bacon barm , or bacon muffin .
1781 	19761 	15 	<span style="background-color: #ffff00">a fortress of grey ice</span> was written by <span style="background-color: #ffff00">j. v. jones</span> and is available in print . <span style="background-color: #ffff00">th book</span> which has the isbn number <span style="background-color: #ffff00">0-7653-0633-6</span> . <span style="background-color: #ffff00">it</span> also has the oclc number <span style="background-color: #ffff00">51969173</span> .
1779 	19759 	15 	<span style="background-color: #ffff00">the aids journal</span> was published in <span style="background-color: #ffff00">the united kingdom</span> , <span style="background-color: #ffff00">london</span> , by <span style="background-color: #ffff00">lippincott , williams & wilkins</span> .
1720 	19700 	15 	the fullname of <span style="background-color: #ffff00">a.s. livorno calcio</span> is livorno calcio s.p.a. and <span style="background-color: #ffff00">their</span> home ground is <span style="background-color: #ffff00">the stadio armando picchi</span> . <span style="background-color: #ffff00">they</span> competed in <span style="background-color: #ffff00">serie b during the 2014-15</span> season and has <span style="background-color: #ffff00">19238</span> members .
1590 	19570 	15 	the main ingredients in <span style="background-color: #ffff00">arròs negre</span> are white rice , cuttlefish or squid , cephalopod ink and cubanelle peppers . <span style="background-color: #ffff00">it</span> is a traditional dish from the <span style="background-color: #ffff00">catalonia</span> region of <span style="background-color: #ffff00">spain</span> .
1528 	19508 	15 	<span style="background-color: #ffff00">the us</span> based <span style="background-color: #ffff00">mason school of business</span> are the current tenants of <span style="background-color: #ffff00">alan b miller hall</span> in <span style="background-color: #ffff00">virginia</span> which was designed by <span style="background-color: #ffff00">the architect robert a m stern</span> .
1807 	19787 	15 	<span style="background-color: #ffff00">the american journal of mathematics</span> studies <span style="background-color: #ffff00">mathematics</span> and is abbreviated to am . j. math .  <span style="background-color: #ffff00">it</span> is published bimonthly and has the issn number <span style="background-color: #ffff00">1080-6377</span> .
1780 	19760 	15 	published by <span style="background-color: #ffff00">lippincott williams & wilkins</span> , <span style="background-color: #ffff00">the aids journal</span> was published in <span style="background-color: #ffff00">the united kingdom</span> , tha capital of <span style="background-color: #ffff00">the uk</span> is <span style="background-color: #ffff00">london</span> and the head of state is <span style="background-color: #ffff00">elizabeth ii</span> .
1683 	19663 	15 	<span style="background-color: #ffff00">arròs negre</span> is a traditional dish from <span style="background-color: #ffff00">spain</span> whose leader is <span style="background-color: #ffff00">felipe vi</span> and <span style="background-color: #ffff00">euro</span> is <span style="background-color: #ffff00">its</span> currency . <span style="background-color: #ffff00">spaniards</span> are the ethnic group of <span style="background-color: #ffff00">spain</span> .
1634 	19614 	15 	<span style="background-color: #ffff00">batagor</span> , from <span style="background-color: #ffff00">indonesia</span> , is a dish consisting of <span style="background-color: #ffff00">fried fish dumplings , tofu and vegetables in peanut sauce</span> . siomay is a variation of <span style="background-color: #ffff00">batagor</span> .
1714 	19694 	15 	the full name of the <span style="background-color: #ffff00">italian</span> club <span style="background-color: #ffff00">as gubbio 1910</span> is `` associazione sportiva gubbio 1910 srl '' . <span style="background-color: #ffff00">they</span> played in <span style="background-color: #ffff00">the 2014</span> season and <span style="background-color: #ffff00">they</span> have <span style="background-color: #ffff00">5300</span> members .
1629 	19609 	15 	<span style="background-color: #ffff00">bandeja paisa</span> is a <span style="background-color: #ffff00">colombian</span> dish from <span style="background-color: #ffff00">the paisa region</span> . <span style="background-color: #ffff00">its</span> main ingredients include <span style="background-color: #ffff00">red beans , pork belly , white rice , ground meat , chicharon , fried egg , plantain ( patacones ) , chorizo , arepa , hogao sauce , black pudding ( morcilla ) , avocado and lemon</span> .
1829 	19809 	15 	<span style="background-color: #ffff00">asian americans</span> are one of the ethnic groups in <span style="background-color: #ffff00">the united states</span> of which <span style="background-color: #ffff00">a fortress of grey ice</span> is also , <span style="background-color: #ffff00">the english language</span> is spoken in both <span style="background-color: #ffff00">the united states</span> and in <span style="background-color: #ffff00">great britain</span> .
1747 	19727 	15 	the `` associazione sportiva roma s.p.a. '' is the full name name of <span style="background-color: #ffff00">a.s. roma</span> who have <span style="background-color: #ffff00">their</span> home ground at <span style="background-color: #ffff00">stadio olimpico</span> . <span style="background-color: #ffff00">the club</span> plays in <span style="background-color: #ffff00">serie a</span> alongside <span style="background-color: #ffff00">juventus fc</span> who have been previous champions .
1674 	19654 	15 	<span style="background-color: #ffff00">ayam penyet</span> comes from the <span style="background-color: #ffff00">singaporean</span> region and <span style="background-color: #ffff00">halimah yacob</span> is <span style="background-color: #ffff00">the country 's</span> leader . <span style="background-color: #ffff00">it</span> can be found in <span style="background-color: #ffff00">java</span> as well where <span style="background-color: #ffff00">baduy</span> people is an ethnic group .
1630 	19610 	15 	<span style="background-color: #ffff00">bandeja paisa</span> originates from <span style="background-color: #ffff00">the paisa region</span> , <span style="background-color: #ffff00">columbia</span> . the main ingredients are : <span style="background-color: #ffff00">red beans , pork belly , white rice , ground meat , chicharon , fried egg , plantain ( patacones ) , chorizo , arepa , hogao sauce , black pudding ( morcilla ) , avocado and lemon</span> .
1699 	19679 	15 	<span style="background-color: #ffff00">artur rasizade</span> is an <span style="background-color: #ffff00">azerbaijan</span> leader . <span style="background-color: #ffff00">the baku turkish martyrs ' memorial</span> located in <span style="background-color: #ffff00">baku , azerbaijan</span> is made with red granite and white marble and has been dedicated to ottoman army soldiers killed in the battle of baku .
1830 	19810 	15 	<span style="background-color: #ffff00">a severed wasp</span> originates from <span style="background-color: #ffff00">the united states</span> where the leader is <span style="background-color: #ffff00">barack obama</span> . <span style="background-color: #ffff00">the english language</span> is spoken in <span style="background-color: #ffff00">the us</span> where one of the ethnic groups is <span style="background-color: #ffff00">african american</span> .
1731 	19711 	15 	<span style="background-color: #ffff00">john van den brom</span> plays for <span style="background-color: #ffff00">afc ajax</span> and <span style="background-color: #ffff00">istanbulspor a.s.</span> . <span style="background-color: #ffff00">he</span> manages <span style="background-color: #ffff00">az alkmaair</span> which is owned by <span style="background-color: #ffff00">robert eenhoorn</span> .
1401 	19381 	15 	<span style="background-color: #ffff00">adolfo suarez madrid-barajas airport</span> is located at madrid , paracuellos de jarama , san sebastián de los reyes and alcobendas and run by <span style="background-color: #ffff00">enaire</span> . <span style="background-color: #ffff00">its</span> runway name is <span style="background-color: #ffff00">18r/36l</span> and <span style="background-color: #ffff00">it</span> is 3500 m long , .
1686 	19666 	15 	<span style="background-color: #ffff00">adams county , pennsylvania</span> has <span style="background-color: #ffff00">carrol county , maryland</span> to <span style="background-color: #ffff00">its</span> southeast and <span style="background-color: #ffff00">pennsylvania 's cumberland county</span> is to the north of <span style="background-color: #ffff00">the adams county</span> . <span style="background-color: #ffff00">the 11th mississippi infantry monument</span> is in <span style="background-color: #ffff00">adams county</span> of the municipality of <span style="background-color: #ffff00">gettysburg pennsylvania</span> . .
1822 	19802 	15 	<span style="background-color: #ffff00">aids journal</span> , published by <span style="background-color: #ffff00">lippincott williams and wilkins</span> , is from <span style="background-color: #ffff00">the united kingdom</span> . the leader of <span style="background-color: #ffff00">the uk</span> was <span style="background-color: #ffff00">david cameron</span> and <span style="background-color: #ffff00">elizabeth ii</span> is the queen .
1625 	19605 	15 	<span style="background-color: #ffff00">bakewell pudding</span> is <span style="background-color: #ffff00">a dessert</span> from the <span style="background-color: #ffff00">derbyshire dales</span> region and contains the ingredients ground almonds , jam , butter and eggs . <span style="background-color: #ffff00">it</span> has a variation called <span style="background-color: #ffff00">bakewell tart</span> .
1737 	19717 	15 	<span style="background-color: #ffff00">agremiação sportiva arapiraquense</span> play in brazil 's campeonato brasileiro série c league and competed in <span style="background-color: #ffff00">the 2015 event</span> . <span style="background-color: #ffff00">vila nova futebol clube</span> have been champions of série c.
1778 	19758 	15 	<span style="background-color: #ffff00">the aids journal</span> is published by <span style="background-color: #ffff00">lippincott , williams & wilkins</span> in <span style="background-color: #ffff00">the united kingdom</span> . the capital of <span style="background-color: #ffff00">the country</span> is <span style="background-color: #ffff00">london</span> and <span style="background-color: #ffff00">it 's</span> leader is <span style="background-color: #ffff00">elizabeth ii</span> .
1804 	19784 	15 	<span style="background-color: #ffff00">the book alcatraz versus the evil librarians</span> was written in <span style="background-color: #ffff00">english</span> and comes from <span style="background-color: #ffff00">the united states</span> where the capital city is <span style="background-color: #ffff00">washington dc</span> and <span style="background-color: #ffff00">the african americans</span> are an ethnic group .
1407 	19387 	15 	<span style="background-color: #ffff00">al asad airbase</span> is operated bt <span style="background-color: #ffff00">the united states air force</span> which carried out <span style="background-color: #ffff00">the 1986 united states bombing of libya</span> . <span style="background-color: #ffff00">its</span> aircraft fighter is <span style="background-color: #ffff00">general dynamics f-16 fighting falcon</span> and <span style="background-color: #ffff00">the lockheed ac-130</span> can be found on <span style="background-color: #ffff00">usaf</span> aircraft carriers .
1753 	19733 	15 	<span style="background-color: #ffff00">accademia di architettura di mendrisio</span> was established in <span style="background-color: #ffff00">1996</span> in <span style="background-color: #ffff00">switzerland</span> and has 600 attending students . <span style="background-color: #ffff00">it 's</span> leader is <span style="background-color: #ffff00">the federal chancellor of switzerland</span> .
1705 	19685 	15 	<span style="background-color: #ffff00">italian</span> born <span style="background-color: #ffff00">rolando maran</span> manages <span style="background-color: #ffff00">associazione calcio chievo verona</span> . <span style="background-color: #ffff00">he</span> is also in <span style="background-color: #ffff00">the unione triestina 2012 s.s.d. club</span> as well as playing for <span style="background-color: #ffff00">carrarese calcio</span> .
1558 	19538 	15 	<span style="background-color: #ffff00">paul ryan</span> is president of <span style="background-color: #ffff00">the united states</span> and both <span style="background-color: #ffff00">250 delaware avenue</span> and <span style="background-color: #ffff00">washington dc</span> ( the capital ) are located there .
1743 	19723 	15 	<span style="background-color: #ffff00">italian</span> is spoken in <span style="background-color: #ffff00">italy</span> where the capital city is <span style="background-color: #ffff00">rome</span> . <span style="background-color: #ffff00">the country</span> , which is lead by <span style="background-color: #ffff00">sergio mattarella</span> is the location of <span style="background-color: #ffff00">the as gubbio 1910 's</span> ground .
1408 	19388 	15 	<span style="background-color: #ffff00">al asad airbase</span> is operated by <span style="background-color: #ffff00">the united states air force</span> who were involved in <span style="background-color: #ffff00">the 1986 bombing of libya</span> , and deploy the aircraft fighter <span style="background-color: #ffff00">general dynamics f-16 fighting falcon</span> and have <span style="background-color: #ffff00">the lockheed ac130</span> on <span style="background-color: #ffff00">their</span> aircraft carriers .
1744 	19724 	15 	the capital of <span style="background-color: #ffff00">italy</span> is <span style="background-color: #ffff00">rome</span> and the leader is <span style="background-color: #ffff00">pietro grasso</span> . <span style="background-color: #ffff00">the italian language</span> is spoken in <span style="background-color: #ffff00">the country</span> which is the location of the home ground of <span style="background-color: #ffff00">as gubbio 1910</span> .
1461 	19441 	15 	<span style="background-color: #ffff00">egg harbor township</span> is in <span style="background-color: #ffff00">new jersey</span> , in <span style="background-color: #ffff00">the united states</span> and is where <span style="background-color: #ffff00">atlantic city international airport</span> is located . <span style="background-color: #ffff00">this airport</span> has a runway length of 3048.0 .
1700 	19680 	15 	<span style="background-color: #ffff00">the baku turkish martyrs ' memorial</span> , which is dedicated to the ottoman army soldiers killed in the battle of baku , is located in <span style="background-color: #ffff00">azerbaijan</span> , where the official leader ( <span style="background-color: #ffff00">prime minister of azerbaijan</span> ) is called <span style="background-color: #ffff00">artur rasizade</span> .
1734 	19714 	15 	<span style="background-color: #ffff00">agremiação sportiva arapiraquense</span> play in <span style="background-color: #ffff00">the campeonato brasileiro série c</span> league based in <span style="background-color: #ffff00">brazil</span> . <span style="background-color: #ffff00">their</span> nickname is asa gigante . the champions of <span style="background-color: #ffff00">the league</span> are <span style="background-color: #ffff00">vila nova futebol clube</span> .
1817 	19797 	15 	<span style="background-color: #ffff00">a severed wasp</span> is from <span style="background-color: #ffff00">the english</span> speaking ( also spoken in <span style="background-color: #ffff00">great britain</span> ) <span style="background-color: #ffff00">united states</span> . <span style="background-color: #ffff00">the united states</span> is home to the <span style="background-color: #ffff00">asian american</span> ethnic group .
1410 	19390 	15 	<span style="background-color: #ffff00">the united states air force</span> is the operating organisation for <span style="background-color: #ffff00">al asad airbase</span> and has <span style="background-color: #ffff00">the lockhead ac-130</span> and <span style="background-color: #ffff00">general dynamics f-16 fighting falcon</span> as aircraft . one of <span style="background-color: #ffff00">their</span> battles was <span style="background-color: #ffff00">operation enduring freedom</span> . .
1764 	19744 	15 	<span style="background-color: #ffff00">acharya institute of technology</span> in india was established in <span style="background-color: #ffff00">2000</span> . <span style="background-color: #ffff00">its</span> director is dr. g. p. prabhukuma and <span style="background-color: #ffff00">the school</span> is affiliated with <span style="background-color: #ffff00">visvesvaraya technological university</span> .
1559 	19539 	15 	<span style="background-color: #ffff00">paul ryan</span> is the leader , or <span style="background-color: #ffff00">president of the united states</span> , of which <span style="background-color: #ffff00">washington d.c.</span> is the capital . <span style="background-color: #ffff00">250 delaware avenue</span> is part of <span style="background-color: #ffff00">the united states</span> .
1416 	19396 	15 	<span style="background-color: #ffff00">the united states air force</span> , which is the operating organisation for <span style="background-color: #ffff00">al asad airbase</span> was involved in battles at <span style="background-color: #ffff00">the invasion of grenada</span> . <span style="background-color: #ffff00">they</span> deploy <span style="background-color: #ffff00">the lockheed ac-130 attack aircraft</span> and <span style="background-color: #ffff00">the general dynamics f-16 fighting falcon</span> .
